x,test_data,pred1,pred2,threshold
54,1.008608622,1.008608622,1.008608622,0.7
55,1.008573778,1.008573778,1.008573778,0.7
56,1.008058044,1.008058044,1.008058044,0.7
57,1.007576978,1.007576978,1.007576978,0.7
58,1.007115467,1.007115467,1.007115467,0.7
59,1.005387289,1.005387289,1.005387289,0.7
60,1.005293422,1.005293422,1.005293422,0.7
61,1.005831289,1.005831289,1.005831289,0.7
62,1.008119378,1.008119378,1.008119378,0.7
63,1.008235822,1.008235822,1.008235822,0.7
64,1.009056622,1.009056622,1.009056622,0.7
65,1.007585244,1.002943158,1.002965093,0.7
66,1.008067822,1.002961278,1.002943158,0.7
67,1.006507378,1.003063798,1.002919912,0.7
68,1.005565689,1.002708554,1.003403902,0.7
69,1.005003822,1.002309322,1.003248334,0.7
70,1.005244711,1.001993656,1.003091097,0.7
71,1.0057424,1.001108766,1.002878189,0.7
72,1.005705956,1.00094533,1.002319455,0.7
73,1.006054578,1.000838161,1.00212729,0.7
74,1.005535289,1.000818372,1.002103329,0.7
75,1.005874489,1.000522137,1.002121449,0.7
76,1.0065008,1.000341773,1.00211978,0.7
77,1.006711911,0.999728382,1.002215743,0.7
78,1.0065616,0.999286473,1.002092242,0.7
79,1.005704444,0.998982906,1.001875997,0.7
80,1.005384444,0.998727083,1.001627326,0.7
81,1.005466489,0.998345733,1.001516819,0.7
82,1.005840178,0.998280525,1.001391649,0.7
83,1.005551289,0.997922659,1.001319289,0.7
84,1.005639111,0.997540474,1.001418471,0.7
85,1.006609244,0.997190177,1.00122273,0.7
86,1.004611911,0.996865332,1.001076937,0.7
87,1.003843022,0.996421814,1.001003742,0.7
88,1.003158667,0.996233106,1.001020074,0.7
89,1.002399556,0.995970666,1.000878692,0.7
90,1.001825422,0.995827496,1.000762224,0.7
91,1.002368444,0.995568514,1.000499249,0.7
92,1.000012089,0.995279014,1.000441313,0.7
93,0.999812444,0.99487859,1.000052452,0.7
94,0.998391378,0.994235337,0.999973178,0.7
95,0.997244267,0.993893504,0.999214649,0.7
96,0.9968544,0.993774235,0.998856902,0.7
97,0.995055911,0.993553579,0.998537242,0.7
98,0.994392356,0.993722081,0.998356104,0.7
99,0.995720622,0.993128538,0.997988522,0.7
100,0.996768622,0.992901266,0.997564077,0.7
101,0.996665956,0.9922387,0.99715817,0.7
102,0.996908533,0.991986871,0.996534348,0.7
103,0.996653156,0.991158187,0.996259511,0.7
104,0.996071022,0.991192579,0.995776534,0.7
105,0.995437333,0.990720332,0.995688915,0.7
106,0.9945776,0.990659535,0.995455682,0.7
107,0.994041422,0.990106165,0.995411634,0.7
108,0.993711111,0.989752531,0.995031595,0.7
109,0.993997156,0.989092767,0.994535267,0.7
110,0.9947808,0.988734007,0.994297504,0.7
111,0.9954224,0.988440931,0.993738294,0.7
112,0.995885778,0.988003016,0.993676126,0.7
113,0.996491289,0.987426937,0.993398905,0.7
114,0.996557778,0.987397432,0.993332326,0.7
115,0.996183289,0.986745656,0.993382096,0.7
116,0.996048267,0.986781061,0.993199825,0.7
117,0.9956944,0.986061454,0.993225396,0.7
118,0.995574933,0.985841393,0.99277395,0.7
119,0.9956824,0.985082567,0.992697358,0.7
120,0.996214044,0.985004425,0.992436409,0.7
121,0.996788622,0.984548211,0.992442131,0.7
122,0.996124711,0.984558165,0.992315173,0.7
123,0.995736356,0.983963192,0.992369592,0.7
124,0.995098133,0.983644247,0.99232024,0.7
125,0.993826667,0.983154655,0.991949379,0.7
126,0.992939644,0.982839882,0.992063761,0.7
127,0.991943822,0.982639313,0.991473913,0.7
128,0.990969867,0.982302606,0.991426826,0.7
129,0.990823556,0.981853366,0.990835488,0.7
130,0.990519289,0.981453538,0.990584373,0.7
131,0.990293689,0.980983675,0.989906132,0.7
132,0.990263644,0.980691731,0.989409685,0.7
133,0.990071378,0.980353892,0.988848448,0.7
134,0.989854756,0.980133176,0.988360763,0.7
135,0.989576,0.97969234,0.988034844,0.7
136,0.988828711,0.979415178,0.987705469,0.7
137,0.988272978,0.978857577,0.987518549,0.7
138,0.987722933,0.978577554,0.987227619,0.7
139,0.9873872,0.978017569,0.986939728,0.7
140,0.986912711,0.977860928,0.986510158,0.7
141,0.986716267,0.977316201,0.985937774,0.7
142,0.986907733,0.977143824,0.985636771,0.7
143,0.986861778,0.976652026,0.985147357,0.7
144,0.9867416,0.976334929,0.985156953,0.7
145,0.986486222,0.975869596,0.984858513,0.7
146,0.985905511,0.975491881,0.984778464,0.7
147,0.9855456,0.974990427,0.98452723,0.7
148,0.984909867,0.974685729,0.984449029,0.7
149,0.984413422,0.97426033,0.984252453,0.7
150,0.984183022,0.973965585,0.984066188,0.7
151,0.983792533,0.973483801,0.98377353,0.7
152,0.983682222,0.973187983,0.983435869,0.7
153,0.9836048,0.972605288,0.983233213,0.7
154,0.983156622,0.972340107,0.982903302,0.7
155,0.982457067,0.971736073,0.982845604,0.7
156,0.982098933,0.971538305,0.98266089,0.7
157,0.981409956,0.970943809,0.982371807,0.7
158,0.980657422,0.970746517,0.982160687,0.7
159,0.979633778,0.970193326,0.981849551,0.7
160,0.9786952,0.969907224,0.98143965,0.7
161,0.977976,0.969378829,0.980997264,0.7
162,0.977224089,0.969050169,0.980463862,0.7
163,0.976269244,0.968574524,0.979880214,0.7
164,0.975568533,0.968256533,0.979433537,0.7
165,0.974906756,0.967812359,0.978920937,0.7
166,0.973875822,0.967463076,0.978355825,0.7
167,0.972874667,0.966968834,0.977741659,0.7
168,0.971871556,0.966629505,0.977067888,0.7
169,0.970684,0.96616447,0.976446867,0.7
170,0.969624444,0.96586287,0.975707352,0.7
171,0.968593778,0.9653669,0.974968255,0.7
172,0.967425956,0.965077996,0.974297762,0.7
173,0.966539822,0.964491367,0.97350961,0.7
174,0.965595644,0.964226902,0.972805202,0.7
175,0.9647224,0.963681042,0.972036779,0.7
176,0.963528711,0.963391244,0.971213758,0.7
177,0.962552889,0.962866485,0.970451117,0.7
178,0.961595556,0.962546945,0.969705999,0.7
179,0.960397511,0.962022007,0.968904853,0.7
180,0.959177067,0.961698413,0.968201637,0.7
181,0.957981778,0.96121031,0.967426658,0.7
182,0.956455378,0.960832,0.966629326,0.7
183,0.955395378,0.960347354,0.965768516,0.7
184,0.954055733,0.95995307,0.964888811,0.7
185,0.952447022,0.959481895,0.963970959,0.7
186,0.951471911,0.959113479,0.96308136,0.7
187,0.950384622,0.958644331,0.962136447,0.7
188,0.949246222,0.958266258,0.961223185,0.7
189,0.948304444,0.957739234,0.96022284,0.7
190,0.947612889,0.95737046,0.959253132,0.7
191,0.946634311,0.956812501,0.958264947,0.7
192,0.945607556,0.956497788,0.95722276,0.7
193,0.945130667,0.955940068,0.956250429,0.7
194,0.944541422,0.955626607,0.955232263,0.7
195,0.944075111,0.955058098,0.954223812,0.7
196,0.943684889,0.954716086,0.953232288,0.7
197,0.943518489,0.954153359,0.952268362,0.7
198,0.943398133,0.953786612,0.951272368,0.7
199,0.942954756,0.953242064,0.950293779,0.7
200,0.942817956,0.952862442,0.949444473,0.7
201,0.9421792,0.952338636,0.948556483,0.7
202,0.942008089,0.951936662,0.947734952,0.7
203,0.941538578,0.951448858,0.946945012,0.7
204,0.941596978,0.951038718,0.946085572,0.7
205,0.941316356,0.95051384,0.945273399,0.7
206,0.941482667,0.950135052,0.944446623,0.7
207,0.941709156,0.949593723,0.943708777,0.7
208,0.941120178,0.949221134,0.942856729,0.7
209,0.940789067,0.94868052,0.942262948,0.7
210,0.939957956,0.948310018,0.941614926,0.7
211,0.939593956,0.947737932,0.940983951,0.7
212,0.938789067,0.94737643,0.940342069,0.7
213,0.938123467,0.946804404,0.939691484,0.7
214,0.937281511,0.946433008,0.939029872,0.7
215,0.936809689,0.945883572,0.938222647,0.7
216,0.936671556,0.945486426,0.937616944,0.7
217,0.936369333,0.944935143,0.936838925,0.7
218,0.936256622,0.944518685,0.936244428,0.7
219,0.936145867,0.943974793,0.935585439,0.7
220,0.936118133,0.943528295,0.934926629,0.7
221,0.936116356,0.943001628,0.934259951,0.7
222,0.935920889,0.942552149,0.933610141,0.7
223,0.935645778,0.942010283,0.933086157,0.7
224,0.935422933,0.941574693,0.932448685,0.7
225,0.935201067,0.941016495,0.931987643,0.7
226,0.935288444,0.940577388,0.931479275,0.7
227,0.935833156,0.940009713,0.931014895,0.7
228,0.936365244,0.939584017,0.930572271,0.7
229,0.936700533,0.939002573,0.930153489,0.7
230,0.937144533,0.938586354,0.929819465,0.7
231,0.937229956,0.93799293,0.92945075,0.7
232,0.937115822,0.937567532,0.929336667,0.7
233,0.937111378,0.936976194,0.929123759,0.7
234,0.936751733,0.936535895,0.929097414,0.7
235,0.936533511,0.935959816,0.929002225,0.7
236,0.9361456,0.935509861,0.928854704,0.7
237,0.936476978,0.934940279,0.928726852,0.7
238,0.9369504,0.934478343,0.9285146,0.7
239,0.9378776,0.933919489,0.928457022,0.7
240,0.938760178,0.933447301,0.928322375,0.7
241,0.939431378,0.932888508,0.928401649,0.7
242,0.939960711,0.93241179,0.928494751,0.7
243,0.940438222,0.931844234,0.928671837,0.7
244,0.940266667,0.931370556,0.928844452,0.7
245,0.940105778,0.930782735,0.92896843,0.7
246,0.939935556,0.930324078,0.929177642,0.7
247,0.940014311,0.92972672,0.929130375,0.7
248,0.939913067,0.929261029,0.929253995,0.7
249,0.940685156,0.928651869,0.929210007,0.7
250,0.941409511,0.928187907,0.929350436,0.7
251,0.942246844,0.927571952,0.929374576,0.7
252,0.943220711,0.927095056,0.929524064,0.7
253,0.943416267,0.926492333,0.929632843,0.7
254,0.943801689,0.925991714,0.929778814,0.7
255,0.944142044,0.925383568,0.930017054,0.7
256,0.9439728,0.924870193,0.93019402,0.7
257,0.943837867,0.924266815,0.930413127,0.7
258,0.943723911,0.923752069,0.930541217,0.7
259,0.943808711,0.923149943,0.930722117,0.7
260,0.944005511,0.922631979,0.930853903,0.7
261,0.944866844,0.922035515,0.930961788,0.7
262,0.945505867,0.92150867,0.931204617,0.7
263,0.94526,0.920890093,0.931350291,0.7
264,0.944816267,0.920376301,0.93167007,0.7
265,0.944310933,0.91974175,0.931964517,0.7
266,0.944040444,0.919228613,0.932357073,0.7
267,0.943643556,0.918597281,0.932531416,0.7
268,0.943118578,0.918077469,0.932784259,0.7
269,0.942487378,0.917439699,0.932866693,0.7
270,0.942151822,0.916917026,0.932887435,0.7
271,0.941829333,0.916282773,0.932909369,0.7
272,0.941847911,0.91575706,0.932967186,0.7
273,0.9419376,0.91511476,0.933034301,0.7
274,0.941738489,0.914566278,0.933124006,0.7
275,0.941069689,0.913933158,0.933231771,0.7
276,0.940565956,0.913373351,0.933304131,0.7
277,0.939505244,0.91274178,0.933353186,0.7
278,0.938867467,0.912174165,0.933418274,0.7
279,0.937753511,0.911530018,0.933383822,0.7
280,0.936954489,0.910960793,0.93326962,0.7
281,0.937181156,0.910307705,0.933154345,0.7
282,0.937191911,0.90973568,0.932940185,0.7
283,0.937580889,0.909070849,0.932686031,0.7
284,0.936622044,0.908498347,0.932539463,0.7
285,0.935998933,0.907827914,0.932377815,0.7
286,0.935584978,0.907248199,0.932317853,0.7
287,0.935118044,0.906565905,0.932189047,0.7
288,0.934533422,0.905984402,0.93213743,0.7
289,0.933555378,0.905292273,0.931968689,0.7
290,0.932610044,0.904699266,0.931803882,0.7
291,0.932554667,0.90400964,0.931453884,0.7
292,0.931831644,0.903404534,0.931119084,0.7
293,0.931702489,0.902719855,0.93074435,0.7
294,0.932298222,0.902102649,0.930534124,0.7
295,0.932842311,0.901424468,0.930239558,0.7
296,0.933448444,0.900806069,0.929927528,0.7
297,0.934066489,0.900109231,0.929702401,0.7
298,0.934422222,0.899480402,0.929496408,0.7
299,0.934391289,0.898783863,0.929288805,0.7
300,0.934645333,0.898150623,0.929221213,0.7
301,0.934346933,0.89743185,0.92905432,0.7
302,0.934462044,0.89680618,0.92891103,0.7
303,0.933870044,0.89609313,0.928762615,0.7
304,0.87448,0.895456493,0.928607941,0.7
305,0.745910044,0.894737184,0.928493381,0.7
306,0.953341333,0.894091547,0.928688884,0.7
307,0.944322489,0.893356621,0.923936367,0.7
308,0.9555168,0.892712235,0.909328461,0.7
309,0.955194133,0.89196521,0.918509841,0.7
310,0.954778578,0.891305387,0.911517739,0.7
311,0.954135911,0.890564799,0.917607784,0.7
312,0.953445778,0.889887512,0.911171913,0.7
313,0.953078133,0.889144957,0.931452334,0.7
314,0.952724089,0.888466179,0.926032484,0.7
315,0.952805422,0.887720823,0.930902481,0.7
316,0.952724889,0.887031615,0.922674358,0.7
317,0.952665244,0.886280537,0.921185791,0.7
318,0.9525224,0.885582387,0.919026792,0.7
319,0.951828,0.884822488,0.927204669,0.7
320,0.950965244,0.884115279,0.935587049,0.7
321,0.950403733,0.883351386,0.928859711,0.7
322,0.948937956,0.882645607,0.936478555,0.7
323,0.948038222,0.88187021,0.937780738,0.7
324,0.947067378,0.881152332,0.925371766,0.7
325,0.945911911,0.88036561,0.934051037,0.7
326,0.944852444,0.879642963,0.925048113,0.7
327,0.937046044,0.878856659,0.92955333,0.7
328,0.936304622,0.87812686,0.924831808,0.7
329,0.935726133,0.87732029,0.937852681,0.7
330,0.935079556,0.876582682,0.933223367,0.7
331,0.934493867,0.875772297,0.936387777,0.7
332,0.933740889,0.875025272,0.927764952,0.7
333,0.932835733,0.874203146,0.927680254,0.7
334,0.931499556,0.873441756,0.924486578,0.7
335,0.930493422,0.872619033,0.926132917,0.7
336,0.929379644,0.871844649,0.935037971,0.7
337,0.928488889,0.871020794,0.928615391,0.7
338,0.927851911,0.870247185,0.934765697,0.7
339,0.927327911,0.869399488,0.931559324,0.7
340,0.926945156,0.868624747,0.912381828,0.7
341,0.926662578,0.867771864,0.923411906,0.7
342,0.9261936,0.866979361,0.912652194,0.7
343,0.925600178,0.866127312,0.920766711,0.7
344,0.924771644,0.865317404,0.913400054,0.7
345,0.923269778,0.864454806,0.935042083,0.7
346,0.921681689,0.8636446,0.926816463,0.7
347,0.920348267,0.86276561,0.931627154,0.7
348,0.9195744,0.861947179,0.92111665,0.7
349,0.918699556,0.861070693,0.918100655,0.7
350,0.918086578,0.860222638,0.914951146,0.7
351,0.917868889,0.859339356,0.921413481,0.7
352,0.917751022,0.85849911,0.931196332,0.7
353,0.917620622,0.857588232,0.918706536,0.7
354,0.917193956,0.856730878,0.926392019,0.7
355,0.916553333,0.855834007,0.928671837,0.7
356,0.915862667,0.854959249,0.921468139,0.7
357,0.915106311,0.854042649,0.926127493,0.7
358,0.913913156,0.853173196,0.914208055,0.7
359,0.912247467,0.852242708,0.921902359,0.7
360,0.910942044,0.851355791,0.915412247,0.7
361,0.909472533,0.850420952,0.927872539,0.7
362,0.907944178,0.849528134,0.923900127,0.7
363,0.906560978,0.848579586,0.925115526,0.7
364,0.905305244,0.847679079,0.912095845,0.7
365,0.904132889,0.846709728,0.912064195,0.7
366,0.902752089,0.84580034,0.909511447,0.7
367,0.901303022,0.844825864,0.908177257,0.7
368,0.899776178,0.84389174,0.916132748,0.7
369,0.898080622,0.842906833,0.90762651,0.7
370,0.896471022,0.841962934,0.908352554,0.7
371,0.894658578,0.840955138,0.905151367,0.7
372,0.8931856,0.840003014,0.903633475,0.7
373,0.892048533,0.838990569,0.901931524,0.7
374,0.891298222,0.838018715,0.900894761,0.7
375,0.890855378,0.837000787,0.899326503,0.7
376,0.890523733,0.836016119,0.89810288,0.7
377,0.890111378,0.834984303,0.897212148,0.7
378,0.889441156,0.833984733,0.896006942,0.7
379,0.888693156,0.832947493,0.895211279,0.7
380,0.887550933,0.831941307,0.893968105,0.7
381,0.886351644,0.830891609,0.893035948,0.7
382,0.885246133,0.829878986,0.891715646,0.7
383,0.884078578,0.82882154,0.890899837,0.7
384,0.882881422,0.827790082,0.889872193,0.7
385,0.8820208,0.8267138,0.889095962,0.7
386,0.881245778,0.825666189,0.888001084,0.7
387,0.880745244,0.824584365,0.886933208,0.7
388,0.880355378,0.823529243,0.885940492,0.7
389,0.879605067,0.822431564,0.884792268,0.7
390,0.878579822,0.821362317,0.884077609,0.7
391,0.877418489,0.820243776,0.883056164,0.7
392,0.8759752,0.819159329,0.882134974,0.7
393,0.874226578,0.818035603,0.881135225,0.7
394,0.872311556,0.816936612,0.880064607,0.7
395,0.8704176,0.815793514,0.878990173,0.7
396,0.8683824,0.81467694,0.877833605,0.7
397,0.866804,0.813511729,0.876636684,0.7
398,0.865192711,0.812392831,0.875293553,0.7
399,0.863470578,0.811218143,0.873953819,0.7
400,0.861942044,0.810073137,0.872575343,0.7
401,0.860304622,0.808894634,0.871178627,0.7
402,0.858689067,0.80773443,0.869779587,0.7
403,0.856939911,0.8065238,0.868334472,0.7
404,0.854746222,0.805360198,0.86684978,0.7
405,0.852769333,0.804130137,0.865291655,0.7
406,0.850660533,0.802937806,0.863636732,0.7
407,0.848098844,0.801707804,0.861867964,0.7
408,0.845907644,0.800495386,0.860119581,0.7
409,0.843648089,0.799237609,0.85838306,0.7
410,0.841732889,0.798014998,0.856590271,0.7
411,0.840548,0.796739101,0.854868412,0.7
412,0.837164178,0.795494914,0.853117108,0.7
413,0.840662933,0.794218123,0.851379991,0.7
414,0.837324444,0.792956591,0.849693298,0.7
415,0.834815911,0.791658342,0.847793818,0.7
416,0.832235733,0.790381908,0.846494019,0.7
417,0.829351289,0.789073944,0.844674885,0.7
418,0.827069689,0.787770927,0.843239903,0.7
419,0.824875644,0.786447704,0.841283321,0.7
420,0.822651911,0.785139978,0.839870632,0.7
421,0.820548356,0.783790469,0.837701738,0.7
422,0.818632444,0.78246069,0.83593154,0.7
423,0.816633867,0.78109628,0.833866358,0.7
424,0.8145208,0.779743254,0.832116961,0.7
425,0.812606044,0.778369129,0.830364645,0.7
426,0.810685156,0.77700299,0.828613162,0.7
427,0.808126311,0.775591791,0.826875567,0.7
428,0.805991733,0.774198413,0.824589849,0.7
429,0.803203022,0.772779107,0.822597265,0.7
430,0.800676089,0.771366,0.820458353,0.7
431,0.798181511,0.769920886,0.817967415,0.7
432,0.795788,0.768501341,0.81604135,0.7
433,0.793455111,0.767035604,0.813597739,0.7
434,0.791284356,0.765580297,0.811466575,0.7
435,0.7891184,0.764105201,0.809049249,0.7
436,0.786950133,0.762635708,0.806922376,0.7
437,0.784672622,0.761124969,0.804336369,0.7
438,0.782396711,0.759639025,0.801980019,0.7
439,0.780337422,0.758113384,0.799372375,0.7
440,0.778009333,0.756601334,0.796999693,0.7
441,0.775504444,0.755058765,0.79459548,0.7
442,0.772952533,0.753521442,0.792114615,0.7
443,0.770313156,0.751950979,0.78976506,0.7
444,0.767616178,0.750394225,0.786935449,0.7
445,0.765024978,0.748803496,0.784397244,0.7
446,0.7623312,0.747225165,0.781813741,0.7
447,0.759996178,0.745603502,0.778901637,0.7
448,0.757639644,0.743999779,0.776789367,0.7
449,0.761914311,0.742361844,0.77402097,0.7
450,0.763774489,0.740723789,0.771743953,0.7
451,0.761224356,0.7390697,0.768950284,0.7
452,0.758635644,0.737414658,0.767324328,0.7
453,0.755994133,0.735728383,0.764958978,0.7
454,0.752994844,0.734052956,0.763104677,0.7
455,0.7496328,0.732330859,0.760915279,0.7
456,0.746519911,0.730630755,0.759254456,0.7
457,0.7435468,0.728903711,0.757113695,0.7
458,0.740571511,0.72716701,0.754674494,0.7
459,0.737568489,0.725406289,0.752184153,0.7
460,0.734842756,0.723658681,0.749233365,0.7
461,0.732509244,0.721865356,0.747056663,0.7
462,0.730006756,0.720075369,0.744823575,0.7
463,0.7280072,0.718271017,0.742377222,0.7
464,0.725117244,0.71646446,0.739865065,0.7
465,0.722249911,0.714615524,0.736919165,0.7
466,0.719671822,0.712788224,0.73447746,0.7
467,0.717004533,0.71092701,0.731280565,0.7
468,0.714305067,0.709059179,0.728787184,0.7
469,0.711720356,0.707170606,0.725865126,0.7
470,0.708914844,0.705271304,0.723280668,0.7
471,0.7061672,0.703348875,0.720434129,0.7
472,0.703912311,0.70142895,0.718101621,0.7
473,0.7019128,0.699478209,0.715420246,0.7
474,0.699884711,0.697530389,0.71252954,0.7
475,0.697465644,0.69556272,0.70975095,0.7
476,0.695299467,0.693584025,0.706747651,0.7
477,0.693215556,0.691567957,0.704193532,0.7
478,0.691436667,0.689566672,0.701551616,0.7
479,0.689437511,0.68751967,0.699193776,0.7
480,0.687740978,0.685473144,0.696479321,0.7
481,0.685714444,0.683408916,0.693735957,0.7
482,0.683687422,0.68133533,0.691022873,0.7
483,0.6815488,0.679220796,0.688095927,0.7
484,0.679550889,0.677124858,0.685832143,0.7
485,0.677213822,0.674991727,0.683713615,0.7
486,0.674960711,0.672852635,0.681641817,0.7
487,0.672931333,0.670692503,0.67947787,0.7
488,0.670818756,0.668520868,0.677507162,0.7
489,0.668843111,0.666312933,0.675030112,0.7
490,0.667041244,0.664117157,0.672347903,0.7
491,0.665373067,0.661880374,0.669621587,0.7
492,0.663706667,0.659650624,0.667080164,0.7
493,0.662318133,0.65739578,0.66482991,0.7
494,0.6604032,0.655120373,0.662672937,0.7
495,0.658981111,0.652836204,0.660636425,0.7
496,0.657010089,0.650536239,0.658140659,0.7
497,0.655481511,0.648198605,0.655720353,0.7
498,0.6535904,0.645872414,0.653603137,0.7
499,0.651784222,0.643508136,0.651014507,0.7
500,0.649503333,0.641139328,0.648669958,0.7
501,0.647418044,0.638749778,0.646176398,0.7
502,0.645255467,0.6363343,0.64400959,0.7
503,0.643340756,0.633911729,0.641609907,0.7
504,0.641531022,0.631465375,0.639404058,0.7
505,0.639259511,0.628986895,0.636912525,0.7
506,0.637755644,0.626512527,0.634316504,0.7
507,0.636230089,0.624011099,0.631605744,0.7
508,0.634480711,0.621485114,0.629174769,0.7
509,0.632812311,0.61895442,0.627052128,0.7
510,0.631284667,0.616418004,0.624834299,0.7
511,0.629567289,0.613830328,0.622906685,0.7
512,0.627922311,0.611246407,0.620634437,0.7
513,0.626006933,0.608640969,0.618392706,0.7
514,0.624085467,0.606005311,0.616331518,0.7
515,0.6219232,0.603352904,0.614289165,0.7
516,0.619949111,0.600702882,0.612299263,0.7
517,0.617974222,0.598008573,0.610334098,0.7
518,0.615583911,0.595326662,0.60834837,0.7
519,0.613468667,0.592602968,0.606301129,0.7
520,0.611748756,0.589875579,0.6042611,0.7
521,0.609833556,0.587121606,0.602118909,0.7
522,0.607778311,0.584344685,0.600073755,0.7
523,0.605614711,0.581545293,0.598029196,0.7
524,0.603447067,0.578743517,0.595897496,0.7
525,0.601365067,0.575909257,0.593830049,0.7
526,0.599699111,0.573055208,0.591746509,0.7
527,0.597420756,0.570198298,0.58969593,0.7
528,0.595362711,0.567323148,0.587634027,0.7
529,0.593246178,0.564418375,0.585564852,0.7
530,0.5912484,0.561504483,0.583416402,0.7
531,0.589049289,0.55857563,0.581270576,0.7
532,0.586547556,0.555622101,0.579171419,0.7
533,0.584191333,0.552644134,0.577121139,0.7
534,0.5819108,0.549661398,0.574994922,0.7
535,0.579407956,0.546655238,0.572775424,0.7
536,0.576799111,0.543636799,0.570583999,0.7
537,0.574351378,0.540587842,0.568291903,0.7
538,0.571742222,0.537535191,0.565997601,0.7
539,0.569217556,0.534462929,0.563684881,0.7
540,0.566715467,0.531373084,0.561328888,0.7
541,0.563932756,0.528255165,0.558972716,0.7
542,0.561156667,0.525141418,0.556643426,0.7
543,0.558349422,0.52198267,0.55428189,0.7
544,0.555155556,0.518825889,0.551817119,0.7
545,0.552127067,0.515656888,0.549355388,0.7
546,0.548736889,0.512461305,0.546839833,0.7
547,0.5454072,0.509263933,0.544280827,0.7
548,0.542070444,0.506040454,0.541663766,0.7
549,0.5384284,0.502792001,0.538984835,0.7
550,0.534978756,0.499556631,0.536242485,0.7
551,0.530813733,0.496286303,0.533406377,0.7
552,0.526759022,0.493011415,0.530604661,0.7
553,0.522950711,0.489728779,0.527609944,0.7
554,0.518895422,0.486419678,0.524550796,0.7
555,0.515229333,0.483100295,0.521459222,0.7
556,0.511451067,0.479781747,0.51828593,0.7
557,0.507839289,0.476429939,0.515042782,0.7
558,0.504007689,0.473073542,0.511739254,0.7
559,0.5002904,0.469718248,0.508436739,0.7
560,0.477390267,0.466344893,0.505050659,0.7
561,0.464973067,0.462957561,0.501693964,0.7
562,0.459806044,0.459572196,0.498081565,0.7
563,0.455024756,0.456168056,0.492847234,0.7
564,0.450107333,0.452755034,0.487694263,0.7
565,0.445409778,0.449338168,0.482119858,0.7
566,0.440409244,0.445899457,0.476694345,0.7
567,0.434973111,0.442465335,0.470191538,0.7
568,0.429648578,0.439017922,0.465148687,0.7
569,0.424501467,0.43555522,0.460558414,0.7
570,0.419526933,0.432106435,0.45620808,0.7
571,0.414921111,0.428645372,0.451256931,0.7
572,0.410302756,0.425177395,0.445782661,0.7
573,0.406001556,0.421712369,0.43975842,0.7
574,0.401556222,0.418243766,0.433667898,0.7
575,0.397164044,0.414757192,0.428952217,0.7
576,0.393060089,0.411282778,0.42409724,0.7
577,0.389115244,0.4077999,0.419327617,0.7
578,0.385248,0.404319584,0.415196776,0.7
579,0.381717289,0.400840193,0.41017279,0.7
580,0.378277822,0.39735806,0.405441225,0.7
581,0.375757378,0.393879861,0.400381804,0.7
